latitude,longitude,ambient_temp_c,wind_speed_ms,wind_direction_deg,ghi_kwh_m2_day,warm_humidity_pct,hot_air_index,rain_last_7days_mm,shelter_material_and_design
34.1766,76.4424,-0.4,3.3,204,4.58,46.9,Very Low,0.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5793,79.8653,25.4,9.6,177,7.52,30.3,Moderate,4.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.5097,78.5054,-6.1,3.2,343,6.15,33.7,Very Low,3.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.2018,79.0035,2.3,7.3,26,5.67,32.3,Low,0.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.4084,78.9926,10.9,5.8,28,2.0,28.6,Low,6.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.9366,77.9078,3.4,4.6,126,3.21,47.3,Low,1.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.1006,79.0887,3.5,2.6,104,6.37,21.4,Low,1.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.0868,78.1811,-4.3,6.0,333,6.44,34.1,Very Low,1.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.9076,76.9155,-2.8,3.7,68,4.61,26.6,Very Low,4.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.6204,78.025,-11.5,2.9,106,5.53,40.7,Very Low,4.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.2459,77.9008,10.2,9.4,179,5.45,36.3,Low,0.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.6342,79.2055,-20.9,6.6,101,5.7,46.8,Extreme Freeze,13.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.7538,79.9178,11.7,6.9,261,5.05,42.3,Low,2.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.1863,77.3497,-16.8,3.8,151,6.48,35.8,Extreme Freeze,1.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
35.1453,78.9353,11.6,4.4,39,6.83,42.4,Low,1.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.6632,75.9489,-4.2,4.3,288,4.35,43.4,Very Low,0.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.2034,78.9957,-14.8,6.0,136,4.07,25.9,Extreme Freeze,20.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.2833,77.1714,7.0,6.9,176,4.54,42.7,Low,5.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.1526,75.6773,11.1,4.9,66,5.56,38.0,Low,7.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.5187,77.1346,-5.3,2.6,150,5.93,39.9,Very Low,2.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.9835,78.2479,8.6,7.3,277,6.45,30.9,Low,2.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.8908,76.0366,-27.4,5.1,327,6.67,26.5,Extreme Freeze,21.7,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
32.5439,79.6582,-15.8,0.7,211,5.93,24.7,Extreme Freeze,1.1,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.4689,75.8495,15.5,0.5,333,5.78,10.0,Moderate,2.0,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.8093,79.685,-2.7,5.9,349,7.48,27.9,Very Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3523,78.6821,-22.3,2.5,115,5.51,59.4,Extreme Freeze,1.7,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
35.3368,76.9837,-8.4,6.3,135,6.21,43.2,Very Low,5.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.1821,77.2584,-11.1,2.7,146,5.88,38.2,Very Low,1.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.6539,78.8336,-2.0,5.4,165,5.29,44.6,Very Low,10.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.8707,78.2066,-4.4,3.9,227,5.3,32.4,Very Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.2925,78.5224,2.1,10.3,133,7.09,31.1,Low,2.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4341,77.2512,-0.8,7.9,179,5.39,32.1,Very Low,9.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.0395,77.6952,16.3,9.0,289,5.08,27.6,Moderate,4.9,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.3941,79.9544,5.1,5.1,329,4.62,28.5,Low,7.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.7592,76.4627,5.5,7.5,350,6.01,34.8,Low,2.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.3506,77.3804,14.0,5.3,42,4.89,35.6,Low,2.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.6621,76.8132,-4.7,9.4,290,5.9,48.3,Very Low,11.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.1135,78.943,-15.1,4.8,138,5.71,45.2,Extreme Freeze,6.9,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
35.4061,78.9381,14.5,0.8,252,4.99,20.1,Low,2.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.2934,76.816,1.6,0.5,345,3.83,32.1,Low,1.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.7907,75.8663,1.7,10.0,184,4.26,23.9,Low,0.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.8471,75.5514,-7.6,6.4,64,4.45,10.0,Very Low,9.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.2156,77.4235,-7.4,6.6,303,4.3,35.9,Very Low,6.0,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.1263,77.3465,10.2,9.5,179,6.05,40.8,Low,4.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.8831,79.9478,11.8,0.5,294,8.06,35.7,Low,7.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.9047,77.6141,9.4,3.9,213,4.89,39.4,Low,12.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2182,76.6539,9.5,4.3,152,5.04,31.7,Low,7.2,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2253,79.5105,6.8,7.2,359,4.8,24.7,Low,2.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.9229,77.7098,1.6,2.9,356,6.53,31.3,Low,1.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3212,78.1963,-2.1,1.4,287,6.01,48.7,Very Low,6.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5565,75.9305,14.5,1.4,122,5.48,38.7,Low,1.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.3182,77.2231,-4.5,8.4,93,4.04,19.8,Very Low,7.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.8485,79.749,4.4,2.8,81,4.34,36.3,Low,2.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.0878,78.1528,-9.6,3.3,107,5.71,47.7,Very Low,0.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.8918,77.0503,-7.9,6.9,239,5.77,42.6,Very Low,1.5,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.1685,78.3155,-2.8,2.9,66,5.48,47.9,Very Low,1.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.2748,79.5968,-9.6,0.5,267,6.3,20.1,Very Low,2.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.5101,76.733,9.6,0.5,242,4.03,36.3,Low,1.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.4874,77.773,-16.2,4.8,275,5.86,31.5,Extreme Freeze,1.3,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.2363,79.8141,1.2,6.5,305,5.8,40.9,Low,2.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5757,76.2758,1.6,4.4,135,4.35,26.5,Low,10.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.3392,78.7385,-21.7,6.3,158,4.77,26.3,Extreme Freeze,0.4,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.8745,78.2652,-5.3,0.5,151,6.33,35.0,Very Low,1.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.0849,78.5585,3.1,0.5,41,4.13,25.8,Low,4.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.8287,77.0805,5.1,11.8,333,8.46,37.6,Low,10.4,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.5175,76.9125,-2.5,8.7,334,6.17,14.6,Very Low,1.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.4763,78.5789,8.1,7.3,25,5.43,46.8,Low,2.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.6339,76.4699,-1.3,3.0,165,5.2,10.0,Very Low,8.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.1066,77.3884,0.2,4.3,293,6.45,44.0,Low,2.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.5021,76.3468,3.0,5.0,96,5.01,29.2,Low,9.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.592,75.5374,11.1,8.9,266,5.06,20.5,Low,3.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.5564,79.8653,-8.1,6.2,122,7.24,36.7,Very Low,4.2,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.1951,77.4427,-5.8,6.6,22,4.93,43.9,Very Low,4.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.5563,79.8621,-8.0,4.5,317,5.66,46.6,Very Low,0.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.2061,76.1315,-4.0,7.4,197,4.59,46.3,Very Low,2.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.2209,78.1432,17.1,5.9,40,5.81,26.4,Moderate,1.4,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.9185,76.4044,6.9,5.1,120,6.2,37.0,Low,5.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.3517,79.0553,-13.6,2.8,348,7.52,17.2,Extreme Freeze,13.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.91,79.0267,-7.2,4.7,3,4.38,35.8,Very Low,1.2,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.2052,76.0067,4.5,1.8,254,3.76,38.4,Low,0.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3001,79.6043,-10.9,4.9,130,5.18,31.2,Very Low,3.5,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.3687,76.3758,-8.7,5.3,306,4.76,16.6,Very Low,2.5,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.0501,78.2584,16.1,0.5,182,5.48,29.1,Moderate,0.2,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.3964,79.9354,-7.4,4.3,106,6.13,54.1,Very Low,12.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.1925,79.4708,11.5,1.5,176,8.22,38.9,Low,14.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.4657,79.8045,15.1,6.5,71,4.96,30.2,Moderate,9.5,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.5778,77.0417,-8.8,6.9,69,2.85,33.4,Very Low,1.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.4667,75.9751,-10.7,3.7,68,5.21,38.8,Very Low,0.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.7056,76.3476,-3.3,6.6,263,5.92,19.5,Very Low,4.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.4179,77.7522,-13.1,6.8,122,4.34,20.0,Extreme Freeze,1.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.5994,79.0695,1.5,4.3,226,5.78,27.6,Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.5825,76.1757,-2.5,9.6,182,5.66,29.9,Very Low,5.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.6789,78.4688,4.3,2.8,226,5.81,52.9,Low,6.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4343,76.9561,16.8,9.4,71,6.45,35.7,Moderate,3.7,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.4646,77.0354,9.8,4.3,7,5.4,29.8,Low,1.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.3707,78.4786,5.9,2.5,71,6.16,35.6,Low,3.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.3077,77.6015,-23.6,3.9,211,3.34,14.8,Extreme Freeze,4.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.4063,79.1541,5.3,1.7,262,4.35,26.0,Low,0.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.4396,76.2016,20.7,7.4,45,5.09,27.5,Moderate,2.9,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.3943,79.0548,-36.1,0.5,149,4.29,24.8,Extreme Freeze,4.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.1591,75.7891,8.3,9.2,80,5.51,47.3,Low,0.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2334,76.3732,-1.9,2.2,260,5.09,41.6,Very Low,3.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.2991,78.4527,-10.2,7.5,174,4.95,22.9,Very Low,2.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.2138,79.3472,9.6,5.1,142,6.56,22.3,Low,10.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.2215,76.6371,20.5,5.8,191,5.6,22.4,Moderate,3.4,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
35.0832,76.9724,9.3,3.2,158,4.2,33.1,Low,2.8,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.5891,77.917,-4.5,6.1,236,4.78,37.0,Very Low,1.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5978,76.4521,-11.3,5.4,82,6.4,39.2,Very Low,15.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.1781,79.1502,1.7,0.6,299,5.74,24.9,Low,16.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4193,78.9814,10.5,2.1,174,6.94,33.2,Low,2.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.9621,76.1538,-4.6,3.4,139,6.52,34.4,Very Low,13.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.6691,77.5872,-3.5,2.7,63,5.03,47.0,Very Low,4.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.2386,78.9867,33.9,8.8,278,7.22,42.7,High,7.6,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.5927,77.018,12.9,5.0,49,7.32,20.6,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.1736,78.349,13.8,2.7,214,3.36,16.2,Low,0.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.8038,75.726,-17.5,3.5,124,5.54,33.9,Extreme Freeze,3.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.1048,78.2391,-8.5,3.5,35,4.84,28.6,Very Low,0.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.3443,76.1869,0.9,4.1,138,5.19,25.4,Low,11.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.6059,79.2376,-12.0,1.8,85,4.52,27.4,Extreme Freeze,8.6,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.0435,77.0995,19.2,2.6,55,4.37,40.8,Moderate,6.3,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.3325,76.767,16.9,7.3,248,6.58,20.0,Moderate,0.2,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.6063,79.284,-6.4,5.6,221,4.1,53.5,Very Low,3.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.3526,75.7256,21.4,4.5,324,5.61,27.8,Moderate,0.4,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.9905,77.2847,-0.1,5.0,292,3.88,41.3,Very Low,13.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.4852,77.165,31.1,4.9,248,7.02,28.3,Moderate,4.7,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.6188,76.7816,1.7,4.4,213,5.54,19.8,Low,0.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
